body,rate,likes,dislikes,created_at,is_buyer,product_id,Price,clean_body,word_count,char_len,unique_word_ratio,emoji_count,hour,dayofweek,iso_score,lof_score,knn_dist,ensemble_score,ae_score,threshold_Isolation,is_outlier_Isolation,threshold_LOF,is_outlier_LOF,threshold_KNN,is_outlier_KNN,threshold_Ensemble,is_outlier_Ensemble,threshold_Autoencoder,is_outlier_Autoencoder,votes,is_outlier_consensus,explain
"کتابی هست که خوندش سخت نیست و ادم رو خسته نمیکنه ترجمه این کتاب هم به نسبت بقیه ترجمه به نظرم بد نیست بلکه کمی تخصصی تره یعنی باید مخاطب کمی از نظر مطالعه حرفه ای تر باشه یعنی اگه با کلمه ای جدید اشنا میشه بره دنبال اون کلمه یه مقدار تحقیق کنه اینطوری هم علمش بیش تر میشه هم کتاب رو بهتر درک میکنه
در رابطه با ارسال کتاب
به نظرم به نسبت بقیه کتاب هایی که از دیجی گرفتم ارسالش کمی ضعیف تر بود ولی باز هم نمی‌توان ایراد گرفت مگر اینکه خیلی سخت گیر باشی
فقط یه مقدار گوشه کتاب خوردگی داشت که عادیه
جنس کاغذ کتاب یه حالتی بین بالکی و کاهی داره
که حسم میگه همون بالکی هست ولی نه کاغذ بالکی وارداتی مثل نشر چشمه
به طور کل به نظر این کتاب از این نشر از بقیه ترجمه ها بهتره",4.0,3,0,,True,1802740,1132000,کتابی هست که خوندش سخت نیست و ادم رو خسته نمیکنه ترجمه این کتاب هم به نسبت بقیه ترجمه به نظرم بد نیست بلکه کمی تخصصی تره یعنی باید مخاطب کمی از نظر مطالعه حرفه ای تر باشه یعنی اگه با کلمه ای جدید اشنا میشه بره دنبال اون کلمه یه مقدار تحقیق کنه اینطوری هم علمش بیش تر میشه هم کتاب رو بهتر درک میکنه در رابطه با ارسال کتاب به نظرم به نسبت بقیه کتاب هایی که از دیجی گرفتم ارسالش کمی ضعیف تر بود ولی باز هم نمی توان ایراد گرفت مگر اینکه خیلی سخت گیر باشی فقط یه مقدار گوشه کتاب خوردگی داشت که عادیه جنس کاغذ کتاب یه حالتی بین بالکی و کاهی داره که حسم میگه همون بالکی هست ولی نه کاغذ بالکی وارداتی مثل نشر چشمه به طور کل به نظر این کتاب از این نشر از بقیه ترجمه ها بهتره,148,665,0.6554054054054054,0,-1,-1,-0.026071770568016406,-5.778772317798774,5.770657408223549,0.3230362331535414,0.2539570412768623,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,طول متن غیرمعمول (148 کلمه)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
روی محصول نوشته مناسب پوست معمولی تا خشک ولی پیش‌تر برای پوست چرب بود با اینکه پوست معمولی دارم ولی خیلی پوست خشک کردم اصلا برای پوست های خشک ومعمولی توصیه نمی‌کنم,2.0,0,0,,True,363712,1031000,روی محصول نوشته مناسب پوست معمولی تا خشک ولی پیش تر برای پوست چرب بود با اینکه پوست معمولی دارم ولی خیلی پوست خشک کردم اصلا برای پوست های خشک ومعمولی توصیه نمی کنم,34,163,0.7352941176470589,0,-1,-1,-0.027246521990033024,-5.460094623549276,5.926083945132534,0.32164611253469105,0.296795785872341,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,تأیید چند مدل: KNN، Ensemble، Autoencoder
خوب بود راضی هستم ,2.0,0,0,,True,2644094,180000,خوب بود راضی هستم,4,17,1.0,0,-1,-1,-0.009390423567726625,-2.5395367950983054,1.2683404447984803,0.3224509776267097,0.02325475610714635,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، Ensemble
داستان اونجوری ک فک میکنید هیجان نداره و ترسناکی زیادی نداره ولی برای ی بار ک میخونید خوبه...در کل توصیه میکنم💜,4.0,3,1,,True,3985214,1052000,داستان اونجوری ک فک می کنید هیجان نداره و ترسناکی زیادی نداره ولی برای ی بار ک میخونید خوبه در کل توصیه می کنم,24,110,0.875,1,-1,-1,-0.0211389770811633,-5.25121563225783,7.986373667780745,0.3542728280154354,0.44463815327588957,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
"خوب نیست
استفاده کردنش اصلا تاثیر نداره",3.0,1,4,,True,2584147,444600,خوب نیست استفاده کردنش اصلا تاثیر نداره,7,39,1.0,0,-1,-1,-0.022160924361228296,-5.088486791207421,8.195395489127083,0.35371713702420937,0.17483373284538334,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble
عالیه جنس و طرح خوبی داره حتما بخرید,5.0,0,0,,True,5783543,357000,عالیه جنس و طرح خوبی داره حتما بخرید,8,36,1.0,0,-1,-1,-0.016379687109482788,-4.246863299210059,7.0198776539581,0.35692213804021744,1.0759597796829337,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,5,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble، Autoencoder
خوبه و کاربردی,5.0,0,0,,True,3514744,449000,خوبه و کاربردی,3,14,1.0,0,-1,-1,-0.016151631527704435,-4.045325504393065,2.4451077640607024,0.3169492986511437,0.0657041793424854,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، Ensemble
"واقعا عالیه و من خیلی از کیفیتش راضی هستم 
جنس خیلی خوبی هم داره",5.0,0,0,,True,3681328,900000,واقعا عالیه و من خیلی از کیفیتش راضی هستم جنس خیلی خوبی هم داره,14,63,0.9285714285714286,0,-1,-1,-0.02363285067250942,-5.645506448269891,6.326147773392553,0.33369857201801295,0.617723046966515,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
جنس خوب و اندازه مناسبی داره برای مهدکودک مناسبه راضی هستم,5.0,0,0,,True,7239222,1890000,جنس خوب و اندازه مناسبی داره برای مهدکودک مناسبه راضی هستم,11,58,1.0,0,-1,-1,-0.016420853915144862,-5.393888343545382,7.295546791098604,0.3592662620812887,0.18544796848832687,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
ماسک خوبیه غلظت خوبیم داره موهارم نرم خوشبو میکنه البته موهای من کراتین نداره در کل راضی بود👌,5.0,3,0,,True,6967613,2033500,ماسک خوبیه غلظت خوبیم داره موهارم نرم خوشبو میکنه البته موهای من کراتین نداره در کل راضی بود,18,92,1.0,1,-1,-1,-0.02130406609155805,-4.970164277753048,8.474066641742123,0.35820261196097297,0.4010850357384071,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
کیفیت خوب راضی هستم,3.0,0,0,,True,3560681,420000,کیفیت خوب راضی هستم,4,19,1.0,0,-1,-1,-0.02416687758935193,-4.328874949670388,5.44023312115509,0.32459615466504993,0.11655961144029392,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، Ensemble
خوب بود ارزش خرید داشت واقعا,4.0,0,0,,True,4402091,1015000,خوب بود ارزش خرید داشت واقعا,6,28,1.0,0,-1,-1,-0.02125282648775545,-5.533925454419075,5.655793744197757,0.3333672837205728,0.07650422782450889,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble
"خوشگلههه 
ولی برای من زیاد کاربردی نبود ",0.0,0,0,,True,3235282,484000,خوشگلهه ولی برای من زیاد کاربردی نبود,7,37,1.0,0,-1,-1,-0.024114947593813996,-5.56236268499042,7.168862424277213,0.3400255714670289,0.27702954627780835,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
"هم برای اگزما عالیه هم برای خشکیهای شدید.خواهرشوهرم پوست دوطرف بینیش به شدت خشک و پوست‌پوست شده بود و میسوخت.نرم‌کننده‌ ها فقط اثرات آنی داشتن ولی بعد از دوهفته استفاده از این کرم کلا مشکلش حل شد.ضمن اینکه یکی از اطرافیانم بخاطر حساسیت به مواد ضدعفونی کننده دستش خشکه‌های قرمز که احساس سوزش داشتن زده بود که بهش توصیه کردم این کرم رو امتحان کنه.بعد از چند بار استفاده خیلی بهتر شده.بنظر من که خیلی کرم خوبیه.
خوشبختانه حجمشم صدمیله و بدون بو هست.بافت کرم به شدت چربه ولی چربیش واسه من بیشتر یادآور شی‌باتر هست تا وازلین.درسته که میزان چربیش به اندازه وازلینه ولی وقتی رو پوست می‌مالیمش دقیقا مثل شی‌باترِ طبیعی،انگار زیر انگشتام آب میشه.توضیحش سخته ولی درکل چربیش حس بدی به من نمیده مخصوصا اگه فقط رو موضعی که مشکل داره زده بشه.اگه بخواید همینو به مثلا کل دستتون بزنید چربیش کلافه‌تون میکنه اما می‌تونید یه عدس از اینو همراه کرم دست یا لوسیون بدن‌تون بزنید که قدرت نرم‌کنندگی و ترمیم کرم دست یا لوسیون بدن‌تون بیشتر بشه
اگه دنبال ترمیم‌کننده‌ای هستید که مثلا رو جای جوش بزنید اصلا سراغ این نیاید.همچنین درسته که رو خشکی تاثیر عالی داره ولی بخاطر چربی زیادش نمیشه مثل نرم‌کننده به کل دست‌تون بمالیدش.این محصول رو بهتره موضعی استفاده کنید.فقط رو نواحی که دچار مشکل شدن و اونوقت مببینید که چقد عالیه
درمجموع خیلی راضیم ازش و اگه پسوریازیس دارید یا اگزما،یا درماتیت و خشکی‌هایی که بر اثر حساسیت به یه ماده خاص ایجاد شدن یا اگه به هردلیلی پوستتون دچار خشکی،قرمزی،سوزش،خارش و/یا پوسته‌ریزی شده توصیه میکنم امتحانش کنید
الان اومدم نظرم رو ویرایش کنم چون یه مورد کاربرد جدید واسش پیدا کردم.من چون عادت دارم اکثر اوقات چهارزانو میشینم و آرنجم رو میذارم رو پاهام،آرنجم به شدت تیره و خشک و زشت شده بود و چن وقت بود که آرنج سمت راستم یچیزی شبیه پینه زده بود.شبیه یه تاول برجسته و سفت که درد نداشت ولی ظاهر بدی داشت.روزی دوبار ژل اکتی فوت هیدرودرم روش زدم(ژل ترک پای هیدرودرم که بجز پا برای تمام نواحی خشک کاربرد داره و خاصیت لایه‌برداری خیلی قوی داره).هربار بعد از یه ساعت از این کرم ترمیم‌کننده سریتا روش میزدم.نه تنها اون تاول/پینه بعد از حدود سه هفته بطور کامل از بین رفت بلکه پوست آرنجم دیگه اونقد تیره و خشک و دون دون و زبر نیست.حیف که چون از دیجی نخریدم نمیتونم عکس بذارم که ببینید چقد تغییر کرده.
همراهیه این کرم با ژل اکتی‌فوت هیدرودرم عالیه.ژل هیدرودرم پوست خشک و زبر و آسیب دیده رو لایه‌برداری میکنه.این کرم نرم و ترمیمش میکنه.اینبار میخوام واسه قوزک پا امتحانشون کنم",5.0,9,1,,False,3121314,1090000,هم برای اگزما عالیه هم برای خشکیهای شدید خواهرشوهرم پوست دوطرف بینیش به شدت خشک و پوست پوست شده بود و می سوخت نرم کننده ها فقط اثرات آنی داشتن ولی بعد از دوهفته استفاده از این کرم کلا مشکلش حل شد ضمن اینکه یکی از اطرافیانم بخاطر حساسیت به مواد ضدعفونی کننده دستش خشکه های قرمز که احساس سوزش داشتن زده بود که بهش توصیه کردم این کرم رو امتحان کنه بعد از چند بار استفاده خیلی بهتر شده بنظر من که خیلی کرم خوبیه خوشبختانه حجمشم صدمیله و بدون بو هست بافت کرم به شدت چربه ولی چربیش واسه من بیشتر یادآور شی باتر هست تا وازلین درسته که میزان چربیش به اندازه وازلینه ولی وقتی رو پوست می مالیمش دقیقا مثل شی باتر طبیعی انگار زیر انگشتام آب میشه توضیحش سخته ولی درکل چربیش حس بدی به من نمیده مخصوصا اگه فقط رو موضعی که مشکل داره زده بشه اگه بخواید همینو به مثلا کل دستتون بزنید چربیش کلافه تون میکنه اما می تونید یه عدس از اینو همراه کرم دست یا لوسیون بدن تون بزنید که قدرت نرم کنندگی و ترمیم کرم دست یا لوسیون بدن تون بیشتر بشه اگه دنبال ترمیم کننده ای هستید که مثلا رو جای جوش بزنید اصلا سراغ این نیاید همچنین درسته که رو خشکی تاثیر عالی داره ولی بخاطر چربی زیادش نمیشه مثل نرم کننده به کل دست تون بمالیدش این محصول رو بهتره موضعی استفاده کنید فقط رو نواحی که دچار مشکل شدن و اونوقت مببینید که چقد عالیه درمجموع خیلی راضیم ازش و اگه پسوریازیس دارید یا اگزما یا درماتیت و خشکی هایی که بر اثر حساسیت به یه ماده خاص ایجاد شدن یا اگه به هردلیلی پوستتون دچار خشکی قرمزی سوزش خارش و یا پوسته ریزی شده توصیه می کنم امتحانش کنید الان اومدم نظرم رو ویرایش کنم چون یه مورد کاربرد جدید واسش پیدا کردم من چون عادت دارم اکثر اوقات چهارزانو میشینم و آرنجم رو میذارم رو پاهام آرنجم به شدت تیره و خشک و زشت شده بود و چن وقت بود که آرنج سمت راستم یچیزی شبیه پینه زده بود شبیه یه تاول برجسته و سفت که درد نداشت ولی ظاهر بدی داشت روزی دوبار ژل اکتی فوت هیدرودرم روش زدم ژل ترک پای هیدرودرم که بجز پا برای تمام نواحی خشک کاربرد داره و خاصیت لایه برداری خیلی قوی داره هربار بعد از یه ساعت از این کرم ترمیم کننده سریتا روش می زدم نه تنها اون تاول پینه بعد از حدود سه هفته بطور کامل از بین رفت بلکه پوست آرنجم دیگه اونقد تیره و خشک و دون دون و زبر نیست حیف که چون از دیجی نخریدم نمیتونم عکس بذارم که ببینید چقد تغییر کرده همراهیه این کرم با ژل اکتی فوت هیدرودرم عالیه ژل هیدرودرم پوست خشک و زبر و آسیب دیده رو لایه برداری میکنه این کرم نرم و ترمیمش میکنه اینبار میخوام واسه قوزک پا امتحانشون کنم,479,2263,0.5511482254697286,0,-1,-1,-0.02771552515453002,-5.540611953264014,15.670135176300084,0.4068258700845743,4.821396412132915,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,طول متن غیرمعمول (479 کلمه)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
برای پوست مختلط خوب است,4.0,0,0,,True,2764528,880000,برای پوست مختلط خوب است,5,23,1.0,0,-1,-1,-0.01024463720191876,-5.583987044028296,5.03119773416265,0.35375973120156873,0.4874111226804874,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
با توجه به قیمتش جنس معمولی داره,3.0,0,0,,True,1118153,493000,با توجه به قیمتش جنس معمولی داره,7,32,1.0,0,-1,-1,-0.01453582125175329,-5.453287044620234,5.3723976653456464,0.3466757302907661,0.26125014882903985,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
معمولی و عالیه,3.0,0,0,,True,8251553,460000,معمولی و عالیه,3,14,1.0,0,-1,-1,-0.08519201460517595,-1.7994946598829422,6.064817617259295,0.18641823455959472,0.29444617303105275,-0.026150216236085322,0,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,0,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: LOF، KNN، Autoencoder
بخرید بخرید بخرید ,5.0,0,0,,True,3929780,211600,بخرید بخرید بخرید,3,17,0.3333333333333333,0,-1,-1,-0.029716680629854497,-5.421958304480243,7.513335436618538,0.3298843300194873,0.926950403146919,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
عالیه به همه توصیه میکنم آف به به,0.0,0,0,,True,246072,943100,عالیه به همه توصیه می کنم آف به به,9,34,0.7777777777777778,0,-1,-1,-0.029597925335365927,-5.42212254706639,5.7893429052361896,0.31489792018681656,0.8349215509644656,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,امتیاز افراطی (0.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
"سرم عالیه به نظر من.
 پوستم مختلط و مستعد جوشه. معمولا با این که یه بخشایی از صورت واقعا دهیدراته است هر کرم مرطوب کننده حتی بدون چربی میزنم پوستم خفه میشه انگار.
ولی در کمال تعجب این کرم با این که خاصیت مرطوب کننده هم داره به سرعت در حد چند ثانیه جذب پوست میشه و پوست نرم و مخملی میکنه و هیچ رد از چربی یا خفگی یا تعریق پوست نمیذاره. فوق العععاده است. 
نمیدونم باعث جوش بشه یا نه تازه چند دفعه استفاده کردم ولی واقعا بنظر میرسه فرمولاسیون حرفه ای داره.
یسری ترکیبات خیلی مهم لیفتینگ هم داره که امیدوارم در نهایت پوستمم لیفتگ کنده 
ولی اینکه پوست نرم و مخملی و مرطوب میکنه بدون رد چربی و خفگی و تعریق عاشقش شدم من",5.0,3,0,,False,7730122,1600000,سرم عالیه به نظر من پوستم مختلط و مستعد جوشه معمولا با این که یه بخشایی از صورت واقعا دهیدراته است هر کرم مرطوب کننده حتی بدون چربی می زنم پوستم خفه میشه انگار ولی در کمال تعجب این کرم با این که خاصیت مرطوب کننده هم داره به سرعت در حد چند ثانیه جذب پوست میشه و پوست نرم و مخملی میکنه و هیچ رد از چربی یا خفگی یا تعریق پوست نمیذاره فوق العاده است نمیدونم باعث جوش بشه یا نه تازه چند دفعه استفاده کردم ولی واقعا بنظر میرسه فرمولاسیون حرفه ای داره یسری ترکیبات خیلی مهم لیفتینگ هم داره که امیدوارم در نهایت پوستمم لیفتگ کنده ولی اینکه پوست نرم و مخملی و مرطوب میکنه بدون رد چربی و خفگی و تعریق عاشقش شدم من,129,603,0.6511627906976745,0,-1,-1,-0.00543195664683116,-5.726907597996185,6.043130505720893,0.3740538885218659,0.2788596869840218,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,طول متن غیرمعمول (129 کلمه)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
جنس خوبی داره و عینا مثل عکس و این که یه جاسویچی چرم هم برای من هدیه فرستادن,5.0,7,0,,False,2369871,2093000,جنس خوبی داره و عینا مثل عکس و این که یه جاسویچی چرم هم برای من هدیه فرستادن,18,76,0.9444444444444444,0,-1,-1,-0.027800772320774048,-5.408152340526323,6.336896571714666,0.32397867628556387,0.28739174253583316,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,امتیاز افراطی (5.0)؛ الگوی تعامل نامتوازن؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
قیمت مناسب و کیفیت خوب ,3.0,0,1,,True,5209071,580000,قیمت مناسب و کیفیت خوب,5,22,1.0,0,-1,-1,-0.017846983480276468,-3.6802944167161753,1.8025697708653314,0.3072671824194762,0.03162678183878834,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، Ensemble
"نمیگم قیمتش گرون یا ارزونه ولی کیفیتش خوبه و ارزش خرید داره. 
بسته بندیش هم خیلی خوب و محکم بود و هیچ کدوم اسیبی ندیده بودن",4.5,12,0,,True,2509477,810000,نمیگم قیمتش گرون یا ارزونه ولی کیفیتش خوبه و ارزش خرید داره بسته بندیش هم خیلی خوب و محکم بود و هیچ کدوم اسیبی ندیده بودن,26,121,0.9230769230769232,0,-1,-1,-0.019176771641530255,-5.408665157990855,8.063434030562691,0.3595760182579284,0.17472485667068335,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,الگوی تعامل نامتوازن؛ تأیید چند مدل: Isolation، KNN، Ensemble
👌👌👌از خرید این کتاب راضی هستم ,5.0,0,0,,True,145846,1014200,از خرید این کتاب راضی هستم,6,26,1.0,1,-1,-1,-0.02517997524213389,-5.74728023130143,8.600122470405307,0.35019143026532834,0.1970124282880704,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
"بوی شکلات می ده و در کل خیلی کاربردی 
",4.0,0,0,,True,4736802,229500,بوی شکلات می ده و در کل خیلی کاربردی,9,36,1.0,0,-1,-1,-0.026249523223846993,-3.9653727635500835,8.33791292344468,0.345350859453972,0.35125767535891306,-0.026150216236085322,0,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: LOF، KNN، Ensemble، Autoencoder
کلاه خوبی هست و با کیفیته از خریدم راضی هستم به شما هم پیشنهاد میکنم,5.0,0,0,,True,5749122,455000,کلاه خوبی هست و با کیفیته از خریدم راضی هستم به شما هم پیشنهاد می کنم,16,69,1.0,0,-1,-1,-0.019134680769983925,-5.604643933989044,6.215425381670347,0.3433108997047694,0.07704729047590811,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
معمولی هست بد نیست,3.0,0,0,,True,334664,532100,معمولی هست بد نیست,4,18,1.0,0,-1,-1,-0.020176206969195476,-5.536638043625223,5.0469786638631104,0.3305115271880653,0.3520485119457981,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
کاربردی,0.0,0,0,,True,2881209,637000,کاربردی,1,7,1.0,0,-1,-1,-0.007533232052383487,-4.341283914172493,1.662769288583845,0.33031718806055493,0.0867131363530425,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,طول متن غیرمعمول (1 کلمه)؛ نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، LOF، Ensemble
راضی ام بخرید,4.0,0,0,,True,1079393,360000,راضی ام بخرید,3,13,1.0,0,-1,-1,-0.00931317212821553,-4.652989194612462,4.248579831242198,0.34902311388899276,0.48873747735130774,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، Ensemble، Autoencoder
واقعا طراحی خوب و کار باکیفیتی هست و جاکلیدی ان هم خوبه,5.0,7,0,,True,2369871,2093000,واقعا طراحی خوب و کار باکیفیتی هست و جاکلیدی ان هم خوبه,12,55,0.9166666666666666,0,-1,-1,-0.0282975902353671,-5.4426121816580455,6.414737825958196,0.32349800463906453,0.31601074601579354,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,امتیاز افراطی (5.0)؛ الگوی تعامل نامتوازن؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
برای زانوم استفاده میکنم تاثیرشو میبینم واقعا,5.0,1,0,,True,2024322,590000,برای زانوم استفاده می کنم تاثیرشو می بینم واقعا,9,47,0.8888888888888888,0,-1,-1,-0.01808925776283249,-5.413162786195679,6.2463021211424765,0.34604619159847544,0.44826150086231503,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
معمولی هست بد نیست,3.0,0,0,,True,7327944,524000,معمولی هست بد نیست,4,18,1.0,0,-1,-1,-0.020176206969195476,-5.536714999320022,5.046598633080076,0.3305081619903532,0.3513040102876223,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
